100 740
39, 99, 0,
39, 3, 0,
39, 14, 0,
39, 77, 0,
99, 54, 0,
3, 70, 0,
3, 78, 0,
70, 60, 0,
70, 14, 0,
70, 48, 0,
54, 97, 0,
54, 29, 0,
54, 5, 0,
97, 8, 0,
97, 45, 0,
75, 4, 0,
75, 40, 0,
75, 44, 0,
41, 47, 0,
15, 52, 0,
15, 84, 0,
15, 40, 0,
35, 52, 0,
35, 91, 0,
35, 45, 0,
22, 67, 0,
22, 8, 0,
22, 0, 0,
67, 89, 0,
2, 33, 0,
0, 64, 0,
0, 92, 0,
19, 50, 0,
19, 49, 0,
19, 96, 0,
50, 8, 0,
50, 5, 0,
44, 49, 0,
44, 65, 0,
62, 91, 0,
62, 84, 0,
64, 84, 0,
64, 77, 0,
89, 4, 0,
89, 88, 0,
4, 65, 0,
29, 24, 0,
29, 14, 0,
52, 60, 0,
40, 63, 0,
40, 60, 0,
40, 78, 0,
63, 92, 0,
60, 33, 0,
36, 14, 0,
84, 92, 0,
5, 25, 0,
5, 45, 0,
25, 88, 0,
77, 82, 0,
77, 88, 0,
96, 65, 0,
82, 78, 0,
47, 92, 1,
25, 32, 1,
25, 15, 1,
25, 97, -1,
25, 62, 1,
25, 66, -1,
32, 15, -1,
32, 17, 1,
32, 43, 1,
32, 65, -1,
26, 94, 1,
26, 10, -1,
26, 63, -1,
26, 93, 1,
26, 11, -1,
94, 39, -1,
94, 52, -1,
94, 67, -1,
94, 91, 1,
27, 59, 1,
27, 34, 1,
27, 95, -1,
27, 40, -1,
27, 22, 1,
59, 6, -1,
59, 96, 1,
59, 89, 1,
59, 23, -1,
67, 77, 1,
67, 97, 1,
67, 2, 1,
67, 82, 1,
77, 51, 1,
77, 29, -1,
77, 31, 1,
77, 18, -1,
16, 93, 1,
16, 86, 1,
16, 92, 1,
16, 21, 1,
16, 55, 1,
93, 19, -1,
93, 28, 1,
39, 88, 1,
39, 57, -1,
39, 70, -1,
39, 33, 1,
88, 72, 1,
88, 51, -1,
88, 49, 1,
88, 83, -1,
19, 73, 1,
19, 7, 1,
19, 68, -1,
19, 60, -1,
73, 89, -1,
73, 58, -1,
73, 2, 1,
73, 46, 1,
20, 38, 1,
20, 92, -1,
20, 78, 1,
20, 89, -1,
20, 54, 1,
38, 98, 1,
38, 54, 1,
38, 15, -1,
38, 42, 1,
42, 75, 1,
42, 14, 1,
42, 69, 1,
42, 44, 1,
75, 66, -1,
75, 41, 1,
75, 9, -1,
75, 10, 1,
57, 66, 1,
57, 61, -1,
57, 0, 1,
57, 52, 1,
66, 43, -1,
66, 56, 1,
23, 98, 1,
23, 11, -1,
23, 5, -1,
23, 80, -1,
98, 5, -1,
98, 86, -1,
98, 95, 1,
22, 44, -1,
22, 78, 1,
22, 68, -1,
22, 33, 1,
44, 41, -1,
44, 30, -1,
44, 64, 1,
80, 95, -1,
80, 13, -1,
80, 24, 1,
80, 10, -1,
95, 70, 1,
95, 11, 1,
60, 92, 1,
60, 5, -1,
60, 7, 1,
60, 35, 1,
92, 74, -1,
92, 53, 1,
11, 13, -1,
11, 74, 1,
34, 62, 1,
34, 82, 1,
34, 61, 1,
34, 9, 1,
13, 17, -1,
13, 65, 1,
13, 71, -1,
17, 82, -1,
17, 4, -1,
17, 97, 1,
41, 97, -1,
41, 55, 1,
41, 45, -1,
97, 7, -1,
53, 62, 1,
53, 82, -1,
53, 1, -1,
53, 43, 1,
62, 43, 1,
62, 12, -1,
7, 83, -1,
7, 30, -1,
10, 36, -1,
10, 76, -1,
36, 29, -1,
36, 43, 1,
36, 90, -1,
36, 87, -1,
86, 64, -1,
86, 4, 1,
86, 52, -1,
83, 18, 1,
83, 87, 1,
83, 76, 1,
18, 28, 1,
18, 21, -1,
18, 0, -1,
28, 96, 1,
28, 47, 1,
28, 8, 1,
50, 63, -1,
50, 84, 1,
50, 49, -1,
50, 96, -1,
50, 89, -1,
63, 84, 1,
63, 47, 1,
63, 69, -1,
15, 71, -1,
15, 4, -1,
37, 81, -1,
37, 51, -1,
37, 9, -1,
37, 12, 1,
37, 48, -1,
81, 31, 1,
81, 76, -1,
81, 74, 1,
81, 56, -1,
14, 24, -1,
14, 35, 1,
14, 76, 1,
14, 69, 1,
24, 55, 1,
24, 64, -1,
24, 45, 1,
87, 31, 1,
87, 8, 1,
87, 51, 1,
84, 99, 1,
84, 71, -1,
84, 65, -1,
65, 76, -1,
65, 30, -1,
40, 61, -1,
40, 99, 1,
40, 0, 1,
40, 64, -1,
61, 79, -1,
61, 78, 1,
6, 90, 1,
6, 74, -1,
6, 69, 1,
6, 55, -1,
96, 99, -1,
96, 49, 1,
71, 56, -1,
71, 82, 1,
47, 48, 1,
47, 70, -1,
47, 85, 1,
48, 9, 1,
48, 1, 1,
48, 12, 1,
99, 2, -1,
99, 56, -1,
21, 52, 1,
21, 45, -1,
21, 79, -1,
30, 35, 1,
30, 89, -1,
31, 79, -1,
31, 0, -1,
79, 4, -1,
79, 58, -1,
5, 54, -1,
5, 72, 1,
68, 8, 1,
68, 0, -1,
68, 33, 1,
29, 12, -1,
29, 56, 1,
29, 78, -1,
8, 90, 1,
8, 51, 1,
12, 85, 1,
91, 70, 1,
91, 1, -1,
91, 45, -1,
35, 85, 1,
35, 49, 1,
58, 90, 1,
58, 3, -1,
90, 33, -1,
85, 2, 1,
85, 46, 1,
54, 74, -1,
54, 3, -1,
78, 1, 1,
70, 72, -1,
52, 72, -1,
33, 2, 1,
3, 46, -1,
3, 55, -1,
3, 45, -1,
64, 1, -1,
9, 46, 1,
46, 69, -1,
4, 72, 1,
18, 72, -1,
18, 58, 1,
18, 78, -1,
18, 80, -1,
18, 93, 1,
72, 13, -1,
72, 16, 1,
72, 92, 1,
72, 76, -1,
24, 33, -1,
24, 90, 1,
24, 10, 1,
24, 75, -1,
24, 0, 1,
33, 88, -1,
33, 97, -1,
33, 6, 1,
33, 69, -1,
67, 68, -1,
67, 56, -1,
67, 9, 1,
67, 31, 1,
67, 44, -1,
68, 19, 1,
68, 5, 1,
68, 7, 1,
68, 78, -1,
13, 97, -1,
13, 2, -1,
13, 46, 1,
13, 84, -1,
97, 69, -1,
97, 5, -1,
97, 62, 1,
10, 43, -1,
10, 35, 1,
10, 14, 1,
10, 80, 1,
43, 66, -1,
43, 88, -1,
43, 44, 1,
43, 83, 1,
26, 39, 1,
26, 9, 1,
26, 3, 1,
26, 45, -1,
26, 51, 1,
39, 78, 1,
39, 82, 1,
39, 93, 1,
45, 74, 1,
45, 71, 1,
45, 48, 1,
45, 47, -1,
74, 73, -1,
74, 41, -1,
74, 25, 1,
74, 8, -1,
88, 44, 1,
88, 8, 1,
36, 71, 1,
36, 55, -1,
36, 12, -1,
36, 65, 1,
36, 3, 1,
71, 11, -1,
71, 75, 1,
71, 42, -1,
55, 84, 1,
55, 77, -1,
55, 28, -1,
84, 51, 1,
84, 38, 1,
84, 79, -1,
7, 99, -1,
7, 48, -1,
7, 91, 1,
99, 1, -1,
99, 0, -1,
99, 66, -1,
9, 63, -1,
9, 96, 1,
9, 86, 1,
63, 37, -1,
63, 27, -1,
63, 49, 1,
63, 66, -1,
37, 79, -1,
37, 76, -1,
37, 94, 1,
37, 23, 1,
79, 14, 1,
79, 50, -1,
79, 77, 1,
11, 60, -1,
11, 14, 1,
11, 78, 1,
11, 70, -1,
60, 58, 1,
60, 48, 1,
60, 40, 1,
60, 42, 1,
40, 41, -1,
40, 77, 1,
40, 70, 1,
40, 32, 1,
41, 15, -1,
41, 62, 1,
41, 89, -1,
65, 70, -1,
65, 20, -1,
65, 44, -1,
65, 94, 1,
70, 29, -1,
70, 16, 1,
14, 51, 1,
14, 4, -1,
78, 31, 1,
77, 96, -1,
77, 5, -1,
90, 42, 1,
90, 6, 1,
90, 85, -1,
90, 49, -1,
73, 5, 1,
73, 52, 1,
73, 1, 1,
73, 42, 1,
27, 52, -1,
27, 83, 1,
27, 32, -1,
27, 20, -1,
52, 4, -1,
52, 17, 1,
52, 82, -1,
50, 54, 1,
50, 38, 1,
50, 87, 1,
50, 53, -1,
54, 42, -1,
54, 47, -1,
54, 57, 1,
54, 16, 1,
28, 51, -1,
28, 82, -1,
28, 92, -1,
51, 15, 1,
56, 85, 1,
56, 94, -1,
56, 46, -1,
56, 57, 1,
16, 95, 1,
16, 96, -1,
95, 12, -1,
95, 29, -1,
95, 2, -1,
95, 75, -1,
19, 57, -1,
19, 22, -1,
19, 17, 1,
19, 25, 1,
57, 35, 1,
57, 62, 1,
53, 89, 1,
53, 30, 1,
53, 85, 1,
89, 34, 1,
89, 20, -1,
85, 76, 1,
85, 98, -1,
0, 62, -1,
0, 22, 1,
0, 3, 1,
62, 58, -1,
94, 96, 1,
94, 76, 1,
4, 23, -1,
4, 91, 1,
4, 21, 1,
23, 58, -1,
23, 30, -1,
23, 64, 1,
17, 87, -1,
17, 32, -1,
17, 83, 1,
87, 86, -1,
87, 12, 1,
87, 59, 1,
12, 22, -1,
12, 92, 1,
20, 49, -1,
20, 76, -1,
49, 75, 1,
49, 47, 1,
69, 22, -1,
69, 83, -1,
69, 3, -1,
96, 8, 1,
58, 38, 1,
29, 25, 1,
29, 21, -1,
29, 80, 1,
21, 66, -1,
21, 59, 1,
66, 81, 1,
1, 81, 1,
1, 48, 1,
1, 61, -1,
81, 80, 1,
81, 46, 1,
81, 6, -1,
8, 59, -1,
8, 6, 1,
2, 25, -1,
2, 38, 1,
25, 38, -1,
30, 59, 1,
59, 80, 1,
64, 91, -1,
64, 93, -1,
64, 31, 1,
64, 61, -1,
91, 22, 1,
91, 34, 1,
6, 34, 1,
34, 46, -1,
34, 31, 1,
3, 93, -1,
61, 86, 1,
61, 75, 1,
61, 98, -1,
86, 83, -1,
86, 32, -1,
44, 46, -1,
82, 5, -1,
82, 98, -1,
15, 31, 1,
15, 35, 1,
15, 92, -1,
48, 98, -1,
32, 93, -1,
35, 98, 1
